Title,Year,Keywords,Generated Lay Summary
,,"['organisms', 'antimicrobials', 'pathology and laboratory medicine', 'pathogens', 'microbial control', 'biology and life sciences', 'population biology', 'antifungals', 'medicine and health sciences', 'mycology', 'microbial growth and development', 'fungi', 'aspergillus fumigatus', 'research and analysis methods', 'fungal molds', 'mathematical and statistical techniques', 'microbial physiology', 'fungal spores', 'aspergillus', 'curve fitting', 'fungal spore germination', 'microbial pathogens', 'eukaryota', 'fungal pathogens', 'population metrics', 'drugs', 'microbiology', 'medical microbiology', 'fungal growth', 'population growth', 'pharmacology', 'fungal reproduction', 'developmental biology', 'mathematical functions']","Title: Mathematical Model Estimates Fungal Growth Rates from Indirect Data

Lay Summary:
Fungal infections affect over a billion people globally, and treating them is crucial. Current methods to quantify fungal growth require complex data collection, out of reach for most clinical labs. This study aimed to create a model to estimate fungal growth rates from easily collected optical density (OD600) data. The researchers conducted experiments on Aspergillus fumigatus, gathering OD600, hyphal length, and nuclear count data.
They found that a simple model without calibration didn't fit the data well. However, their proposed Logistic-OD-calibration model, which accounts for OD being an indirect measure, fit the data better and predicted growth curves accurately. The inferred growth rates were closer to directly measured rates.
These findings can help in antifungal susceptibility testing. The model could be a starting point for future research on how antifungal drugs work, enabling more labs to study fungal growth.

Keywords: Fungal growth, Mathematical model, OD600 data, Antifungal testing"
,,"['organisms', 'animals', 'biology and life sciences', 'tribolium', 'clinical genetics', 'medicine and health sciences', 'homologous chromosomes', 'sex chromosomes', 'arthropoda', 'cell biology', 'animal genomics', 'genetics', 'heredity', 'chromosomes', 'sex linkage', 'insects', 'genetic linkage', 'entomology', 'eukaryota', 'genomics', 'invertebrates', 'x chromosomes', 'x-linked traits', 'invertebrate genomics', 'beetles', 'chromosome biology', 'zoology']","Title: Beetles Provide Insights into Sex Chromosome and Karyotype Evolution

Lay Summary:
Beetles are the most species-rich animal group with diverse karyotypes. This study aimed to understand beetle karyotype and sex chromosome evolution. Scientists generated a chromosome-level assembly of Tribolium confusum and used 11 other beetle genomes. 
- They identified nine ancestral “Stevens elements” in beetles, similar to Drosophila’s Muller elements.
- The ancestral X chromosome is conserved across beetles, but neo-sex chromosomes evolved independently multiple times.
- Dosage compensation evolved in response to neo-Y degeneration, restoring ancestral expression levels.
- Genes with sex-biased expression show non-random distribution on sex chromosomes, with patterns evolving over time.
These findings offer a new model for studying sex chromosome evolution and highlight beetles as a valuable system for further research. 

Keywords: Beetles, Karyotype Evolution, Sex Chromosomes, Dosage Compensation, Gene Expression "
,,"['organisms', 'biology and life sciences', 'fungi', 'nucleosomes', 'epigenetics', 'research and analysis methods', 'yeast', 'chromatin', 'cell biology', 'yeast and fungal models', 'genetics', 'model organisms', 'saccharomyces cerevisiae', 'eukaryota', 'genomics', 'saccharomyces', 'experimental organism systems', 'rna', 'gene expression', 'gene regulation', 'biochemistry', 'transcriptional control', 'nucleic acids', 'chromosome biology', 'animal studies', 'messenger rna']","Title: Study Uncovers H2A.Z's Role in Gene Expression During DNA Replication Stress in Yeast

Lay Summary:
Understanding how histone variants affect gene expression is crucial. H2A.Z, an evolutionarily conserved histone variant, has an unclear role in gene regulation, especially in yeast. This study aimed to explore H2A.Z's function during DNA replication stress in yeast. The researchers sequenced mRNA transcript profiles of wild-type and mutant yeast strains before and after exposure to hydroxyurea (HU), which induces DNA replication stress. They found that H2A.Z was more involved in gene activation than repression during HU exposure. Apo-SWR1-C, a complex related to H2A.Z incorporation, contributed to gene expression defects in mutants. Also, changes in H2A.Z enrichment at transcription start sites correlated with, but were not required for, increased gene expression. These findings offer insights into how H2A.Z affects gene expression and may help understand related processes in human health and disease.
Keywords: H2A.Z, Gene Expression, DNA Replication Stress, Yeast, Apo-SWR1-C "
,,"['organisms', 'support vector machines', 'animals', 'simulation and modeling', 'biology and life sciences', 'animal models', 'optimization', 'artificial intelligence', 'machine learning', 'research and analysis methods', 'computer and information sciences', 'caenorhabditis elegans', 'nematoda', 'applied mathematics', 'genetics', 'transcriptome analysis', 'model organisms', 'genome analysis', 'eukaryota', 'genomics', 'ensemble methods', 'invertebrates', 'physical sciences', 'experimental organism systems', 'caenorhabditis', 'algorithms', 'computational biology', 'mathematics', 'zoology', 'animal studies']","Title: Automated Classification of Single-Cell Transcriptomic Profiles Using Partial Label Learning

Lay Summary:
Single-cell RNA sequencing data is crucial for understanding developmental biology, but classifying cell types and their lineage relationships is challenging due to data growth and complexity. Manual annotation is difficult, so automated methods are needed. This study aimed to use partial label learning strategies for this problem. The researchers extended state-of-the-art multi-class classification methods to the partial label learning framework and incorporated label set structure. They tested these on simulated and real datasets. Key findings showed that extensions enabled learning from partially labeled data with high accuracy, especially a nonlinear prototype-based method. Performances of methods trained with partial annotations matched those of fully supervised data. Incorporating hierarchical information significantly improved performance, especially with few training samples. These findings could reduce annotation time, automate cell type classification, and help combine multiple studies.  

Keywords: Single-cell RNA sequencing, Partial label learning, Cell type classification, Hierarchical structure"
,,"['ribonucleases', 'enzymes', 'biology and life sciences', 'small interfering rna', 'amino acid analysis', 'proteins', 'bioinformatics', 'non-coding rna', 'research and analysis methods', 'nucleases', 'molecular biology techniques', 'genetics', 'rna-binding proteins', 'enzymology', 'dna-binding proteins', 'gene ontologies', 'proteomes', 'genome analysis', 'genomics', 'protein domains', 'rna', 'gene expression', 'gene regulation', 'computational biology', 'biochemistry', 'molecular biology', 'hydrolases', 'database and informatics methods', 'molecular biology assays and analysis techniques', 'nucleic acids']","Title: Study Uncovers Role of PIP2 and RNA in Nuclear Architecture

Lay Summary:
Nuclear compartments are important for cell function, and RNA and phosphatidylinositol 4, 5-bisphosphate (PIP2) are known to play a part in their formation. This study aimed to see if PIP2 and RNA work together to establish nuclear architecture.
The researchers used various techniques like mass spectrometry, immunofluorescence, and bioinformatics analysis on cell samples.
They found that PIP2 localization in the nucleus depends on higher-order RNA. They identified RNA-dependent PIP2-associated (RDPA) proteins, which often have disordered regions with PIP2-binding motifs. These regions are enriched for certain modifications. The protein BRD4 associates with PIP2 in an RNA-dependent, electrostatic way, and PIP2 levels affect BRD4 nuclear foci.
These findings help us understand how nuclear compartments form and function, and may provide insights into processes like gene expression and disease mechanisms. Overall, they show the importance of PIP2 and RNA in nuclear architecture.

Keywords: PIP2, RNA, Nuclear Architecture, RDPA Proteins, BRD4"
,,"['organisms', 'evolutionary genetics', 'animals', 'zoology', 'biology and life sciences', 'medicine and health sciences', 'arthropoda', 'epigenetics', 'chromatin', 'cell biology', 'animal genomics', 'genetics', 'nutrition', 'evolutionary developmental biology', 'dung beetles', 'insects', 'entomology', 'eukaryota', 'genomics', 'invertebrates', 'gene expression', 'beetles', 'invertebrate genomics', 'evolutionary biology', 'chromosome biology', 'developmental biology']","Title: Unraveling the Genomic Secrets of Dung Beetle Traits and Plasticity

Lay Summary:
Phenotypic plasticity, an organism's ability to adapt to environmental changes, is crucial for survival and diversification. However, the genomic mechanisms behind it are not well understood. This study focused on dung beetles, known for their extreme phenotypic plasticity, especially in head horn development. The researchers assembled high-quality genomes of three dung beetle species and compared them to other beetles. They identified genes involved in metabolism, metamorphosis, and odor detection that may be linked to dung beetle adaptations. Chromatin accessibility assays in developing horn tissues showed that sex- and nutrition-responsive horn development are regulated by distinct gene networks. Moreover, recently evolved regulatory elements play a more significant role in nutritional plasticity than in sexual dimorphism. These findings provide new insights into how gene networks evolve to drive novel trait development and environmental adaptation.

Keywords: Dung beetles, Genomics, Phenotypic plasticity, Head horns, Chromatin accessibility "
,,"['viral diseases', 'endocrine system', 'biology and life sciences', 'tropical diseases', 'anatomy', 'immune cells', 'medicine and health sciences', 'hepatocytes', 'liver', 'macrophages', 'cell biology', 'biological tissue', 'genetics', 'epithelial cells', 'animal cells', 'immunology', 'white blood cells', 'infectious diseases', 'transcriptome analysis', 'genome analysis', 'medical conditions', 'renal system', 'kidneys', 'cellular types', 'genomics', 'neglected tropical diseases', 'gene expression', 'computational biology', 'adrenal glands', 'endothelial cells', 'lassa fever', 'epithelium', 'blood cells']","Title: Study Uncovers Key Differences in Lassa Fever Progression Based on Virus Strain

Lay Summary:
Lassa fever, a viral hemorrhagic fever endemic to West Africa, remains a major public health issue with no licensed vaccine and limited treatment options. This study used a cynomolgus monkey model to better understand why some Lassa virus (LASV) infections are controlled while others are fatal.
The researchers infected monkeys with two LASV strains - AV (non-severe) and Josiah (fatal) - and used histological and transcriptomic studies. They found that lymphoid organs are an early major reservoir for the virus in all infected animals. However, the Josiah strain spreads to many organs, infecting non-immune and stromal cells, and causing immune cell infiltration and inflammation. In contrast, the AV strain's spread is limited.
These findings provide new insights into the early viral dynamics and host responses. They could help in developing new treatments and vaccines for Lassa fever. Future research could focus on the mechanisms behind the different outcomes.

Keywords: Lassa fever, cynomolgus monkeys, virus strain, immune response, viral dynamics "
,,"['mouse models', 'cytoplasm', 'biology and life sciences', 'cell processes', 'small interfering rna', 'anatomy', 'animal models', 'medicine and health sciences', 'cellular structures and organelles', 'neurons', 'neurology', 'non-coding rna', 'research and analysis methods', 'cell biology', 'genetics', 'animal cells', 'neuroanatomy', 'spinal cord', 'model organisms', 'medical conditions', 'neurodegenerative diseases', 'cellular types', 'motor neurons', 'cytoplasmic inclusions', 'experimental organism systems', 'rna', 'cellular neuroscience', 'gene expression', 'gene regulation', 'biochemistry', 'nervous system', 'nucleic acids', 'nuclear import', 'neuroscience', 'animal studies']","Title: Nuclear Import Defects Linked to Neurodegenerative Diseases

Lay Summary:
Nucleocytoplasmic transport (NCT) defects are seen in neurodegenerative diseases like ALS, FTD, and AD, but it's unclear if they're a cause or consequence. This study aimed to find out. Using two new mouse models of NEMF neurodegeneration, researchers observed an Importin-β-specific nuclear import block. They also saw proteins linked to disease mis-localize and aggregate in the cytoplasm. There were transcriptional changes in key genes. Transiently inhibiting Importin-β in mouse and human cells mimicked these effects. These results suggest that Importin-β nuclear import dysfunction may be a primary cause of protein mis-localization and transcriptional problems in neurodegenerative diseases. This could help understand how sporadic forms of these diseases start.

Keywords: Neurodegenerative diseases, Nuclear import, Importin-β, Mouse models, Protein mis-localization "
,,"['organisms', 'pathogens', 'pathology and laboratory medicine', 'tissue repair', 'biology and life sciences', 'medicine and health sciences', 'virology', 'synthetic genomics', 'bacterial diseases', 'physiological processes', 'escherichia coli', 'lysis (medicine)', 'epigenetics', 'research and analysis methods', 'synthetic biology', 'escherichia coli infections', 'gut bacteria', 'bioengineering', 'genetics', 'physiology', 'infectious diseases', 'viral genomics', 'dna', 'model organisms', 'prokaryotic models', 'engineering and technology', 'medical conditions', 'synthetic genome editing', 'bacteriophages', 'microbial genomics', 'microbial pathogens', 'mutagenesis', 'enterobacteriaceae', 'genomics', 'viruses', 'escherichia', 'experimental organism systems', 'dna modification', 'gene expression', 'microbiology', 'medical microbiology', 'biochemistry', 'crispr', 'animal studies', 'bacterial pathogens', 'bacteria', 'genome engineering', 'nucleic acids']","Title: New Strategy Boosts Mutagenesis Efficiency in Lytic Bacteriophages

Lay Summary:
Lytic bacteriophages have great potential in medicine and biotechnology, but understanding their infection mechanisms is key. CRISPR-Cas can be used for phage mutagenesis, but phage DNA modifications hinder its efficiency. This study used the eukaryotic enzyme NgTET to temporarily reduce these modifications. The researchers grew E. coli with phage T4, treated some with NgTET, and analyzed DNA composition. They found NgTET increased CRISPR-Cas targeting efficiency and mutagenesis rates. The treatment is reversible, and the method simplifies mutant detection. The approach can be extended to other phages, offering a valuable tool for studying phage infections and creating “designer phages.” 
Keywords: Bacteriophages, Mutagenesis, NgTET, CRISPR-Cas, DNA Modifications "
,,"['organisms', 'biology and life sciences', 'proteins', 'fungi', 'yeast', 'research and analysis methods', 'yeast and fungal models', 'histones', 'genetics', 'dna-binding proteins', 'dna transcription', 'dna', 'model organisms', 'saccharomyces cerevisiae', 'eukaryota', 'genomics', 'dna repair', 'saccharomyces', 'experimental organism systems', 'gene expression', 'biochemistry', 'dna replication', 'animal studies', 'dna damage', 'nucleic acids']","Title: Histone Variant H2A.Z Found to Play Key Role in Transcription-Coupled DNA Repair

Lay Summary:
DNA in living cells is often damaged, which can interfere with important processes like transcription and replication. Transcription-coupled nucleotide excision repair (TC-NER) helps fix certain DNA lesions, but how it works isn't fully understood.
The study aimed to find new TC-NER factors. Using a genetic screen in yeast, researchers identified histone variant H2A.Z as important for safeguarding transcription and DNA integrity after UV irradiation. Without H2A.Z, TC-NER repair is severely impaired, RNA polymerase II clearance is reduced, and double-strand breaks increase.
These findings show that H2A.Z is needed for efficient TC-NER and maintaining genome stability. This discovery could help researchers better understand DNA repair mechanisms and how genome instability is linked to diseases, potentially leading to new treatments.

Keywords: DNA repair, Histone variant H2A.Z, TC-NER, Genome stability, Yeast "
,,"['population genetics', 'organisms', 'animals', 'biology and life sciences', 'population biology', 'animal models', 'microbial genetics', 'drosophila melanogaster', 'arthropoda', 'research and analysis methods', 'gut bacteria', 'genetics', 'drosophila', 'model organisms', 'insects', 'entomology', 'eukaryota', 'invertebrates', 'genetic dominance', 'experimental organism systems', 'gene expression', 'gene regulation', 'genetic polymorphism', 'bacteria', 'evolutionary biology', 'zoology', 'animal studies']","Title: Genetic and Microbiome Analysis in Drosophila Tissues Uncovers Regulatory Complexities

Lay Summary:
Gene expression variation is known to be context-dependent, but little was understood about its effect on regulatory architecture in closely related tissues during population divergence. This study aimed to fill that gap. Researchers analyzed gene expression in midgut, hindgut, and Malpighian tubule tissues, along with gut microbiome composition, in four Drosophila melanogaster strains and their F1 hybrids from divergent populations. 
They found extensive tissue- and genetic background-specific effects. Trans effects were more tissue-specific than cis effects. Gene expression divergence was higher among tissues than genotypes. The mode of expression inheritance and genetic basis of expression were also tissue- and genetic background-specific. Microbiome composition was influenced by tissue type and genetic background, but these genetic effects didn't seem related to host gene expression. These findings offer insights into regulatory evolution and the importance of context in genetic studies.
Keywords: Drosophila, Gene Expression, Regulatory Architecture, Microbiome, Genetic Background "
,,"['infectious disease epidemiology', 'viral diseases', 'organisms', 'pathology and laboratory medicine', 'pathogens', 'simulation and modeling', 'biology and life sciences', 'medicine and health sciences', 'rna viruses', 'research and analysis methods', 'genetics', 'infectious diseases', 'medical conditions', 'sars cov 2', 'microbial pathogens', 'epidemiological methods and statistics', 'epidemiology', 'genomics', 'viral pathogens', 'viruses', 'coronaviruses', 'microbiology', 'medical microbiology', 'sars coronavirus', 'covid 19']","Title: Estimating the First Infections of COVID-19 and Alpha Variant Using a New Model

Lay Summary:
Understanding when an infectious disease first emerges is key for tracing its origin and early spread. This study aimed to estimate the date of the first infection leading to a sustained epidemic using data on the first N detected cases. A stochastic model and simulation framework were developed, first validated with simulated data. Applying the model to real data, it was estimated that the Alpha variant emerged in the UK around August 21, 2020, and the first SARS-CoV-2 infection in Wuhan was around November 28, 2019. These estimates are in line with previous genomic data-based studies. The model offers a new way to estimate emergence dates and shows that early epidemics can go undetected for some time. It can be applied to other diseases, though it has limitations like relying on good data and certain assumptions. 

Keywords: COVID-19, Alpha variant, infection date, modeling, epidemiology "
,,"['organisms', 'chromosome structure and function', 'chromosome pairs', 'biology and life sciences', 'cell processes', 'physics', 'homologous chromosomes', 'fungi', 'research and analysis methods', 'yeast', 'cell biology', 'yeast and fungal models', 'autosomes', 'motion', 'chromosomes', 'model organisms', 'geometry', 'velocity', 'classical mechanics', 'saccharomyces cerevisiae', 'eukaryota', 'physical sciences', 'saccharomyces', 'experimental organism systems', 'cell cycle and cell division', 'radii', 'meiosis', 'mathematics', 'chromosome biology', 'animal studies']","Title: Agent-Based Model Sheds Light on Homologous Chromosome Pairing in Meiosis

Lay Summary:
Homologous chromosome pairing in meiosis is crucial for sexual reproduction, yet the mechanism in the presence of non-homologous chromosomes is unclear. The study aimed to develop a model to understand this process. An agent-based model was created, considering chromosome interactions, translation, and random motion. The model showed that chromosome number, size, velocity, and attractive/repulsive forces affect pairing efficiency and kinetics. For example, there's a velocity threshold for pairing, and smaller chromosomes have unique pairing requirements. Repulsive forces between non-homologous chromosomes help bring homologs together. The model can be scaled to different organisms. These findings offer insights into the fundamental process of meiosis and may guide future research on chromosome pairing mechanisms.

Keywords: Meiosis, Homologous Chromosomes, Agent-Based Model, Pairing, Chromosome Dynamics "
,,"['organisms', 'animals', 'biology and life sciences', 'cell processes', 'apoptosis', 'animal models', 'medicine and health sciences', 'gastroenterology and hepatology', 'osteichthyes', 'research and analysis methods', 'cancers and neoplasms', 'cell biology', 'genetics', 'colorectal cancer', 'dna', 'model organisms', 'tumor suppressor genes', 'eukaryota', 'suppressor genes', 'dna damage', 'experimental organism systems', 'vertebrates', 'oncology', 'biochemistry', 'gene types', 'zebrafish', 'fish', 'nucleic acids', 'gastrointestinal cancers', 'malignant tumors', 'cell death', 'lung and intrathoracic tumors', 'zoology', 'animal studies']","Title: Study Uncovers the Role of miR-34a in Zebrafish Development and Tumor Suppression

Lay Summary:
This research focused on miR-34a, a gene related to the tumor suppressor p53. The study aimed to understand miR-34a's functions and its interactions with p53 in zebrafish. The researchers used methods like CRISPR/Cas9 to create mutants, performed RNA sequencing, and analyzed gene expression. They found that miR-34 genes are mainly p53-dependent for induction during DNA damage. Loss of miR-34a led to earlier tumor onset in p53 mutant zebrafish. It also caused complex gene expression changes, affecting metabolism, cell biology, and blood development, increasing erythrocyte levels and myb-positive hematopoietic stem cells. Overexpression of miR-34a made embryos more sensitive to a DNA-damaging drug. These findings help us understand miR-34a's role in development and tumor suppression, and could guide future research on cancer and related biological processes.
Keywords: miR-34a, Zebrafish, p53, Tumor Suppression, Gene Expression "
,,"['organisms', 'morphogenesis', 'animals', 'zoology', 'biology and life sciences', 'animal models', 'sex chromosomes', 'embryogenesis', 'research and analysis methods', 'cell biology', 'caenorhabditis elegans', 'nematoda', 'genetics', 'larvae', 'chromosomes', 'model organisms', 'embryos', 'eukaryota', 'embryology', 'invertebrates', 'experimental organism systems', 'caenorhabditis', 'regulator genes', 'gene expression', 'gene regulation', 'sex determination', 'x chromosomes', 'gene types', 'life cycles', 'chromosome biology', 'developmental biology', 'animal studies']","Title: XOL-1: A Key Regulator of Embryonic Development in C. elegans

Lay Summary:
Embryogenesis involves complex processes like sex determination and dosage compensation. In C. elegans, the XOL-1 gene was thought to mainly affect male development. However, this study aimed to explore its role in hermaphrodite embryogenesis. The researchers used imaging, bioinformatics, and genetic techniques. They found that XOL-1 is important in hermaphrodite embryos too. Loss of XOL-1 led to accelerated cell division, an advanced transcriptional program, and early dosage compensation. XOL-1 also regulated sex-biased gene expression. Additionally, XOL-1 affected the H3K9 methylation pathway, and some phenotypes were reversed by loss of MET-2. These findings show XOL-1 is a key regulator in both sexes, and MET-2 is a downstream effector. This research enhances understanding of embryonic development regulation in C. elegans and may offer insights for other organisms.

Keywords: C. elegans, XOL-1, Embryogenesis, Dosage Compensation, MET-2 "
,,"['population genetics', 'organisms', 'malaria', 'animals', 'australia', 'biology and life sciences', 'tropical diseases', 'population biology', 'disease vectors', 'optimization', 'medicine and health sciences', 'oceania', 'arthropoda', 'physiology', 'genetics', 'geomorphology', 'infectious diseases', 'software', 'medical conditions', 'insects', 'evolutionary biology', 'species interactions', 'entomology', 'muscle physiology', 'eukaryota', 'epidemiology', 'mosquitoes', 'physical sciences', 'invertebrates', 'people and places', 'geographical locations', 'musculoskeletal mechanics', 'biomechanics', 'earth sciences', 'topography', 'islands', 'landforms', 'disease surveillance', 'insect vectors', 'parasitic diseases', 'mathematics', 'zoology']","Title: MGSurvE: A Computational Framework for Optimizing Mosquito Trap Placement for Genetic Surveillance

Lay Summary:
Mosquito-borne diseases are a major public health burden. As genetics-based mosquito control strategies move from lab to field, surveillance is crucial and costly. The study aimed to develop a tool to optimize trap placement for genetic surveillance. MGSurvE, a computational framework, was created. It takes into account mosquito biology and landscapes, like resources and movement. Examples using MGSurvE for Aedes aegypti in Australia and Anopheles gambiae in São Tomé showed it distributes traps effectively. For instance, in Yorkeys Knob, discrete and continuous optimization had similar mean trapping times. In São Tomé, adding more traps reduced the mean time for mosquitoes to be trapped. MGSurvE can help cut surveillance costs and improve detection of alleles like those for resistance. It's a valuable resource for future mosquito gene surveillance.

Keywords: Mosquitoes, Genetic Surveillance, Trap Placement, MGSurvE "
,,"['sequencing techniques', 'organisms', 'dna cloning', 'biology and life sciences', 'virology', 'research and analysis methods', 'gene amplification', 'molecular biology techniques', 'genetics', 'transcriptome analysis', 'viral genomics', 'gene prediction', 'whole genome amplification', 'genome analysis', 'microbial genomics', 'eukaryota', 'genomics', 'cloning', 'microbiology', 'computational biology', 'molecular biology', 'shotgun sequencing', 'metagenomics']","Title: Symbiomonas scintillans: Uncovering a Shift from Endosymbiotic Bacteria to Giant Viruses

Lay Summary:
Understanding eukaryotes' symbiotic relationships is crucial for grasping their evolution. Symbiomonas scintillans, a tiny heterotrophic eukaryote, was thought to host endosymbiotic bacteria. To identify these bacteria and their role, researchers sequenced two strains of S. scintillans. They used multiple sequencing methods and FISH analyses. Contrary to expectations, no endosymbiotic bacteria were found. Instead, the presence of giant viruses related to prasinoviruses was detected. A virus-like particle similar in size and shape to the originally reported ""endobacteria"" was also visualized. These findings suggest that S. scintillans may currently be associated with giant viruses rather than endosymbiotic bacteria. This study highlights how little is known about endosymbioses, especially in small protists, and could lead to more research on symbiotic relationships in nano- or pico-eukaryotes.

Keywords: Symbiomonas scintillans, Endosymbiosis, Giant Viruses, Sequencing, FISH"
,,"['nucleotides', 'enzymes', 'biology and life sciences', 'luciferase', 'frameshift mutation', 'proteins', 'protein expression', 'research and analysis methods', 'mutation', 'molecular biology techniques', 'genetics', 'transfection', 'genome complexity', 'enzymology', 'introns', 'oligonucleotides', 'genomics', 'gene expression and vector techniques', 'rna', 'computational biology', 'biochemistry', 'molecular biology', 'molecular biology assays and analysis techniques', 'oxidoreductases', 'nucleic acids', 'messenger rna']","Title: Nonsense-Mediated mRNA Decay and Potential Therapy for LMOD2-Linked Myopathies

Lay Summary:
The leiomodin (LMOD) family of proteins is vital for muscle function; mutations in LMOD genes can lead to myopathies. Most disease-causing mutations in the LMOD gene family are predicted to make truncated proteins, but often little to no protein is expressed. This study aimed to understand why. The researchers generated human LMOD2 gene constructs with and without mutations and analyzed them in human cell lines. They found that nonsense-mediated mRNA decay (NMD) causes the loss of mutant LMOD2 protein. They also developed steric-blocking oligonucleotides to inhibit NMD, which increased mutant protein expression. These findings suggest that restoring mutant protein expression could potentially improve cardiac function in some cases of dilated cardiomyopathy caused by LMOD2 mutations. Future research is needed to determine the effectiveness of this approach in patient-derived cardiomyocytes.

Keywords: LMOD2, Myopathies, Nonsense-Mediated mRNA Decay, Steric-Blocking Oligonucleotides, Cardiac Function "
,,"['mouse models', 'biology and life sciences', 'cell processes', 'animal models', 'cellular structures and organelles', 'biosynthetic techniques', 'proteins', 'protein complexes', 'lysosomes', 'research and analysis methods', 'computer and information sciences', 'energy-producing organelles', 'cell biology', 'protein synthesis', 'data management', 'chemical synthesis', 'model organisms', 'proteomes', 'secretory pathway', 'experimental organism systems', 'endocytosis', 'proteasomes', 'biochemistry', 'bioenergetics', 'ontologies', 'mitochondria', 'animal studies']","Title: ApoE Isoforms' Impact on Protein Homeostasis in Mice

Lay Summary:
Apolipoprotein E (ApoE) has different isoforms that affect the risk of diseases like Alzheimer's. This study aimed to understand how these isoforms change the risk. The researchers used transgenic mice with human ApoE genes (isoform 2, 3, or 4). They measured changes in protein homeostasis by looking at protein turnover rate and abundance. In the brain, ApoE4 and ApoE2 modified the regulation of mitochondrial membrane proteins compared to ApoE3. ApoE4 showed signs of reduced protein quality, while ApoE2 had coordinated mitochondrial degradation. In the liver, these changes were less obvious. The study shows that combining protein abundance and turnover rate can help understand proteome regulation, which may lead to new insights into disease mechanisms related to ApoE.

Keywords: ApoE, Protein Homeostasis, Mice, Mitochondria, Alzheimer's Risk "
,,"['organisms', 'pathogens', 'pathology and laboratory medicine', 'animals', 'biology and life sciences', 'anatomy', 'animal models', 'influenza viruses', 'medicine and health sciences', 'drosophila melanogaster', 'rna viruses', 'neurons', 'synapses', 'neurophysiology', 'arthropoda', 'biosynthesis', 'research and analysis methods', 'cell biology', 'physiology', 'drosophila', 'animal cells', 'larvae', 'nerve fibers', 'model organisms', 'influenza a virus', 'neuromuscular junctions', 'insects', 'guide rna', 'microbial pathogens', 'entomology', 'developmental biology', 'eukaryota', 'cellular types', 'viral pathogens', 'invertebrates', 'viruses', 'experimental organism systems', 'orthomyxoviruses', 'rna', 'cellular neuroscience', 'microbiology', 'medical microbiology', 'axons', 'biochemistry', 'nervous system', 'nucleic acids', 'life cycles', 'neuroscience', 'electrophysiology', 'zoology', 'animal studies']","Title: CRISPR-TRiM Toolkit Unveils Key Genes for NMJ Structural Plasticity in Drosophila

Lay Summary:
Studying gene functions during development often involves tissue-specific mutagenesis. However, this approach hadn't been successfully applied to most Drosophila tissues, including the neuromuscular junction (NMJ). The study aimed to develop a tool for tissue-specific gene knockout in relevant cell types of the Drosophila NMJ.
The researchers generated a CRISPR-TRiM toolkit with Cas9 lines for motor neurons, glia, and somatic muscles. They validated its efficacy and used it to study genes. They found that the SNARE pathway is essential for NMJ maintenance. The canonical ESCRT pathway is required for EV biogenesis, suppresses satellite bouton growth, and prevents IAV accumulation. Also, EVs may be exosomes generated through the MVB pathway.
These findings provide a new toolkit for studying gene function at the NMJ and offer insights into the mechanisms underlying NMJ morphogenesis. Future research can further explore these pathways.

Keywords: CRISPR-TRiM, Drosophila, Neuromuscular Junction, Gene Function, ESCRT Pathway "
,,"['organisms', 'chemistry', 'crystals', 'animals', 'biology and life sciences', 'anatomy', 'post-translational modification', 'animal models', 'medicine and health sciences', 'drosophila melanogaster', 'proteins', 'signal transduction', 'arthropoda', 'research and analysis methods', 'cell biology', 'physiology', 'drosophila', 'genetics', 'chemical reactions', 'larvae', 'model organisms', 'redox signaling', 'insects', 'entomology', 'developmental biology', 'eukaryota', 'acetylation', 'invertebrates', 'physical sciences', 'materials', 'cell signaling', 'experimental organism systems', 'lymph', 'biochemistry', 'materials science', 'body fluids', 'cell differentiation', 'life cycles', 'zoology', 'animal studies']","Title: Drosophila Study Uncovers How NF-κB-like Factor Regulates Blood Progenitor Differentiation

Lay Summary:
Understanding how cell fate is regulated during development is crucial. This study focused on Drosophila's lymph gland, the site of definitive hematopoiesis.
- Research Objective: To figure out why the entire pool of progenitors in the lymph gland don't differentiate simultaneously despite having ROS, a signal for differentiation.
- Methodology: The researchers used expression analyses, genetic manipulation, and pharmacological approaches.
- Key Findings: The NF-κB transcription factor Relish shields progenitors from differentiating too soon. It inhibits JNK activation, which in turn affects fatty acid oxidation and histone acetylation. ROS levels don't change significantly when Relish function is altered.
- Implications: These findings show how an immune-developmental factor integrates with metabolic pathways to regulate progenitor cell fate. It may also offer insights into similar processes in vertebrates.
- Conclusion: The study reveals an important mechanism in Drosophila for maintaining progenitor cell homeostasis during development, with potential implications for understanding hematopoiesis in other organisms.

Keywords: Drosophila, Blood Progenitors, Relish, Differentiation, Metabolic Pathways "
